42	38	22	17	16	12
46	43	38	35	3	1
40	22	20	15	6	5
45	40	27	24	18	2
48	47	46	38	37	9
47	39	38	22	15	4
47	32	13	12	5	3
38	29	18	7	4	3
41	37	23	22	21	12
45	41	37	30	26	6
39	36	28	27	24	19
39	34	32	24	13	9
44	39	28	26	22	1
47	45	44	34	32	27
38	16	15	11	7	5
46	45	43	37	24	21
45	21	17	11	9	4
49	45	42	31	30	16
45	44	36	18	12	9
47	43	34	24	18	12
44	43	38	29	26	12
49	36	31	25	21	8
43	42	30	27	12	10
37	30	22	20	4	1
37	34	29	21	12	5
49	27	17	6	4	2
48	43	17	15	9	4
41	34	27	7	2	1
39	34	27	19	16	15
29	26	17	16	12	9
47	25	17	15	10	2
45	29	21	18	15	14
47	44	30	29	10	9
47	33	30	25	13	6
41	31	27	26	15	7
45	36	31	29	22	2
48	47	43	10	6	2
42	38	15	14	4	2
38	26	24	19	10	5
38	31	29	28	5	2
48	38	19	17	15	6
43	21	18	17	16	5
48	37	30	28	25	19
46	42	31	17	12	5
45	34	30	26	16	14
48	43	33	31	5	1
35	32	12	6	3	1
47	37	32	20	13	10
48	45	42	25	22	18
43	39	14	8	6	3
32	31	30	26	23	17
42	33	31	19	18	11
36	31	23	7	4	2
48	46	28	24	22	3
44	41	34	31	22	3
31	27	25	20	14	1
45	40	36	26	13	12
39	25	11	7	3	1
36	35	23	14	7	1
32	25	21	11	3	1
35	30	25	18	12	2
43	41	39	25	18	1
42	40	34	20	9	6
45	30	26	23	22	1
47	42	40	33	11	9
41	29	26	20	11	4
41	33	31	15	14	1
43	36	33	24	10	1
26	23	19	15	10	8
46	43	33	28	24	23
44	41	24	22	19	2
40	34	30	18	14	5
42	41	28	27	26	13
49	26	19	10	8	4
49	46	39	25	24	2
44	43	30	24	21	1
47	42	40	13	9	5
38	36	25	22	18	4
49	27	25	14	13	4
47	35	32	23	4	2
47	35	33	24	3	1
35	33	25	24	14	1
48	38	36	27	23	10
36	31	28	20	5	4
41	28	26	23	22	18
42	33	20	17	13	1
49	28	13	9	7	4
29	28	12	11	10	3
47	34	30	29	20	17
43	40	38	33	24	15
45	37	22	10	6	1
34	29	27	26	10	8
47	24	12	11	5	3
44	41	30	18	12	11
48	45	41	22	11	1
43	40	25	18	11	5
39	33	30	26	17	12
34	27	26	18	9	7
27	26	25	18	9	8
45	42	40	38	34	9
38	37	35	26	13	10
45	25	21	14	8	3
36	28	27	23	17	10
49	33	27	11	4	3
47	46	42	41	9	7
46	41	38	26	11	4
38	37	32	24	23	11
39	27	20	16	14	6
39	36	33	31	29	21
48	44	34	29	25	14
49	31	28	18	10	8
42	40	39	35	34	4
44	40	39	24	11	8
35	33	31	22	17	1
43	40	30	20	19	12
46	44	30	27	22	11
44	40	37	27	18	8
45	36	33	17	14	8
47	44	40	39	16	14
37	33	25	15	9	6
42	36	22	20	17	9
29	23	14	13	12	4
34	18	17	12	9	3
38	37	25	17	14	6
28	26	25	17	15	12
43	29	17	16	5	1
39	18	17	11	9	2
49	44	41	19	13	11
45	36	34	18	2	1
46	44	40	23	20	1
46	35	32	23	22	6
49	35	34	15	7	1
34	26	22	17	14	10
46	39	33	29	20	15
49	47	44	30	20	2
49	36	14	12	11	5
47	35	34	28	10	6
33	31	16	14	5	2
36	24	22	20	7	4
47	40	23	21	12	2
49	47	44	43	33	12
49	47	42	29	20	14
43	37	25	23	17	5
40	39	36	33	15	5
45	35	32	27	9	1
39	30	29	26	17	2
49	47	40	33	17	4
31	30	27	25	14	7
47	43	42	38	24	8
45	33	25	21	4	3
37	36	32	31	19	3
46	40	37	16	11	1
45	26	16	9	7	1
46	44	22	18	17	9
47	33	23	12	11	1
41	39	35	23	19	15
32	25	21	17	7	2
36	35	32	21	18	12
42	41	28	20	13	4
46	38	34	30	27	17
42	17	16	15	8	1
30	27	25	21	12	6
49	28	19	17	16	7
37	35	32	26	18	7
45	44	42	38	25	22
35	30	21	18	11	7
25	24	21	20	6	2
47	39	38	28	27	16
32	24	23	12	9	2
31	29	21	13	6	5
49	38	23	21	20	2
43	40	24	20	15	8
45	26	25	20	15	2
36	22	14	6	3	1
35	26	22	20	19	18
40	33	16	14	12	1
47	31	26	19	8	4
42	38	31	28	24	3
40	37	29	25	15	13
46	43	35	24	20	17
49	41	32	12	10	5
42	40	24	21	13	10
40	36	31	20	15	13
39	28	16	12	9	2
43	17	14	12	7	4
35	31	30	25	8	5
46	37	36	26	24	2
41	32	29	14	12	3
44	39	37	32	16	6
44	35	26	11	10	2
35	30	22	8	3	1
42	34	32	28	25	15
39	32	27	25	16	2
46	29	24	17	8	4
44	33	28	15	13	9
46	43	39	29	22	3
33	30	29	12	9	4
29	27	20	14	6	1
41	30	26	12	11	10
29	25	21	13	12	8
47	33	32	16	11	7
41	32	20	13	7	5
47	40	30	21	16	6
39	35	32	19	18	11
48	36	25	24	22	17
33	32	13	10	6	1
46	40	33	30	3	2
47	45	33	18	14	11
49	44	31	28	7	5
46	34	30	28	18	2
36	34	21	14	12	3
49	35	34	13	7	3
40	30	26	17	9	2
28	25	17	13	7	2
48	41	35	34	22	16
24	21	18	13	12	7
46	42	15	11	3	1
47	46	45	29	26	2
45	39	38	30	29	10
47	46	39	24	16	6
37	31	24	20	14	12
33	30	16	15	14	1
46	39	33	15	14	12
45	42	41	24	19	3
26	24	19	17	8	6
46	40	29	27	16	13
49	44	40	38	5	2
49	40	32	26	10	3
30	29	23	9	8	5
35	34	33	26	25	6
45	38	29	17	15	11
49	45	35	33	17	11
48	42	37	17	16	12
32	24	22	13	7	5
48	43	39	28	15	6
22	21	13	7	3	2
43	33	30	26	10	3
42	33	28	15	14	3
48	44	28	20	13	6
48	47	26	25	17	9
33	21	19	16	8	6
49	38	34	17	13	10
38	30	25	22	21	14
49	47	45	38	29	21
31	30	17	10	9	7
43	42	36	35	30	26
46	34	22	8	5	4
48	47	31	20	13	7
36	32	17	16	11	8
45	44	37	36	17	13
49	41	38	23	17	4
47	32	31	28	17	14
45	26	25	20	6	1
40	31	23	13	11	4
49	44	42	27	14	5
45	28	24	15	12	5
40	37	31	29	17	7
47	39	34	22	8	1
31	27	25	15	13	4
49	48	19	18	8	6
44	40	27	26	23	13
40	37	36	32	28	3
38	34	32	26	17	7
36	32	22	19	13	3
45	40	29	28	19	12
43	38	27	24	9	5
44	41	34	18	12	10
47	36	27	19	16	9
47	42	25	17	15	3
46	42	32	29	26	10
32	29	24	21	20	7
45	30	22	19	15	3
31	21	20	17	15	8
45	43	38	25	19	1
42	39	37	26	3	1
44	34	24	22	18	17
49	48	46	35	18	15
22	15	14	7	6	4
43	36	31	25	11	4
39	33	29	27	24	10
48	45	36	30	28	20
48	26	16	10	4	3
46	38	36	28	21	9
49	45	33	28	23	1
39	37	34	28	27	12
47	38	37	23	18	10
49	45	38	31	20	1
46	45	25	22	17	14
47	45	30	22	10	1
44	33	18	11	4	1
41	20	12	9	6	3
45	24	22	15	10	4
25	15	7	6	4	3
34	30	24	22	18	5
48	44	41	36	19	7
44	38	26	24	21	14
28	24	23	11	10	7
44	37	36	22	20	15
44	42	36	26	20	13
48	46	34	12	11	1
47	44	33	11	5	4
31	22	17	11	9	3
45	42	35	26	24	19
44	33	29	27	20	2
36	29	28	21	17	14
45	39	27	11	6	3
49	46	44	23	22	21
46	44	41	29	21	5
41	33	32	20	13	11
44	42	38	34	16	12
45	38	9	7	5	1
43	36	35	22	5	4
45	44	43	42	35	21
24	22	21	8	4	3
35	33	20	12	4	3
44	35	34	26	17	10
38	30	27	16	15	13
47	31	18	15	13	7
47	46	40	16	11	9
47	44	28	17	13	1
48	45	43	36	5	2
38	34	31	14	5	3
49	48	46	35	33	13
48	44	42	32	24	12
19	16	15	11	6	2
43	40	23	20	7	3
44	40	32	28	15	1
41	33	27	21	16	15
44	43	38	28	26	8
45	41	39	34	22	9
49	41	34	21	12	8
48	38	35	27	26	8
29	26	22	14	13	12
48	43	38	37	17	8
49	40	36	35	30	28
38	23	22	18	11	10
42	40	18	15	14	5
45	38	36	10	6	2
47	38	36	32	18	9
36	35	30	26	24	9
49	40	29	20	15	13
45	42	40	37	15	14
48	41	37	28	24	22
34	33	19	18	4	3
48	43	40	34	27	15
49	47	38	30	27	20
43	39	24	20	13	5
38	32	30	18	17	9
48	44	38	27	22	8
32	30	23	18	13	5
42	35	18	14	8	7
40	37	30	29	24	17
39	30	16	11	10	2
34	33	32	22	18	17
45	34	28	14	10	5
44	39	31	23	5	4
43	34	28	27	24	19
45	21	19	17	14	1
43	38	31	30	24	1
48	33	29	15	4	2
48	42	36	25	12	11
48	45	26	23	7	3
45	42	19	17	5	2
44	29	28	27	15	6
48	37	35	32	12	6
43	35	19	13	9	4
13	10	9	5	2	1
45	44	33	11	3	2
35	29	28	27	15	14
49	46	43	26	24	17
47	45	33	30	23	15
48	40	33	27	20	3
48	45	16	6	4	3
49	39	32	8	4	3
46	45	38	26	13	7
47	42	26	22	13	1
40	35	34	20	10	9
46	34	28	19	18	5
45	38	27	20	7	3
46	33	23	19	14	12
40	31	25	17	10	1
49	42	32	15	5	1
42	40	31	30	16	2
46	31	24	13	10	6
46	39	34	31	22	20
44	38	30	29	18	9
43	39	37	12	5	1
31	29	22	21	12	10
47	45	42	23	21	11
46	45	33	30	12	8
49	25	23	21	8	4
43	40	33	16	10	2
36	28	25	23	17	16
43	29	21	16	12	9
44	36	30	29	20	6
45	42	37	30	14	10
44	39	24	13	9	3
45	41	21	7	6	3
39	25	23	15	14	9
46	27	19	15	14	9
33	28	25	23	4	2
44	33	28	10	3	2
49	20	9	8	5	4
40	32	29	28	21	13
38	37	32	16	9	1
46	41	38	31	19	7
39	38	32	26	22	21
44	25	22	13	9	3
49	40	28	10	8	1
48	37	35	4	3	1
45	24	14	13	12	11
39	36	28	25	13	7
43	41	16	13	12	2
48	38	35	21	9	8
49	43	42	27	15	14
19	13	12	11	9	1
44	27	21	11	5	2
46	37	34	25	16	7
44	42	34	28	24	21
33	24	18	17	14	8
27	26	22	14	8	4
46	44	30	18	8	2
46	43	15	10	9	2
48	43	36	30	29	6
49	39	32	23	18	6
47	27	21	10	8	2
49	40	25	21	20	13
49	47	28	24	19	14
46	36	27	18	10	5
37	32	26	21	16	14
43	24	20	16	13	2
41	28	15	14	5	1
49	45	35	34	15	14
36	35	28	26	20	15
44	38	36	23	8	1
36	32	21	17	16	12
38	36	35	23	12	5
48	41	27	19	16	3
45	41	37	34	22	7
37	33	8	3	2	1
32	26	21	16	7	1
36	33	30	15	12	11
42	31	28	11	6	1
49	39	29	27	26	5
38	27	24	20	13	5
48	41	40	31	29	2
48	31	26	23	17	13
33	23	18	17	13	6
49	40	39	29	17	3
45	43	29	27	18	6
43	39	22	20	19	7
33	29	28	21	18	5
46	45	31	24	9	5
48	37	31	28	19	14
44	38	36	10	5	4
37	33	14	12	11	2
48	45	34	27	2	1
47	29	25	8	5	2
44	36	14	13	8	7
41	37	31	23	11	1
38	37	34	26	12	4
40	36	30	25	20	9
42	35	33	22	20	15
49	43	35	30	24	13
38	36	33	32	11	8
44	42	32	22	21	16
48	46	23	19	17	9
43	38	36	24	23	21
29	22	20	15	4	2
44	22	18	17	8	1
48	47	37	34	27	15
44	43	33	27	10	8
33	32	29	19	11	8
48	30	16	15	14	12
37	26	14	12	7	1
49	42	36	31	12	6
24	18	13	12	6	5
38	34	28	21	14	6
43	35	24	18	17	16
49	39	38	26	22	17
45	44	42	22	16	2
40	34	33	27	20	18
47	46	44	39	30	23
35	19	11	8	7	5
41	36	35	34	29	6
42	29	25	22	15	13
43	34	24	23	15	6
38	35	18	17	15	1
48	47	27	25	13	4
44	42	32	31	28	26
46	37	32	22	19	7
45	41	30	24	15	4
48	31	22	12	11	5
45	44	43	40	33	10
41	36	22	12	9	4
49	40	20	18	15	10
46	40	36	35	33	1
49	42	20	19	14	10
35	30	26	13	12	6
38	37	29	25	7	1
40	28	17	12	9	3
48	47	25	20	14	1
49	44	41	40	36	32
42	41	30	20	17	6
32	23	13	10	4	3
43	29	26	13	11	9
46	44	28	22	7	3
37	33	27	26	19	12
45	42	36	34	26	1
47	44	43	42	16	8
47	46	40	38	25	1
48	47	34	33	8	6
47	45	44	42	33	29
49	48	29	28	17	13
40	21	17	16	11	6
42	39	33	30	27	14
48	45	23	18	13	9
45	42	25	18	6	1
42	34	27	20	6	4
48	42	36	24	13	9
47	40	39	38	33	17
46	40	38	26	21	14
46	42	32	26	20	3
48	22	14	13	8	7
47	42	40	34	5	2
42	26	23	16	3	2
46	45	43	27	26	5
49	40	36	34	32	1
40	34	32	24	6	5
49	47	37	35	10	5
49	47	43	32	8	5
20	19	18	8	7	1
42	41	28	25	16	13
45	35	27	16	14	9
34	30	27	18	15	13
49	31	29	26	25	4
37	31	11	10	9	1
49	32	28	17	13	11
40	35	26	21	14	5
49	33	26	20	18	5
41	36	34	19	15	14
44	35	33	21	10	2
36	32	28	21	14	3
35	34	33	27	8	1
39	18	16	6	5	3
48	44	37	29	22	12
40	35	27	13	11	10
36	25	19	18	13	9
49	33	28	7	4	1
42	20	11	6	5	1
37	33	23	12	7	1
43	31	24	20	9	8
42	34	26	24	14	6
47	40	34	33	31	14
49	37	29	26	19	10
46	43	40	28	16	11
49	43	24	15	8	7
49	42	40	29	18	1
38	35	30	19	14	8
49	39	27	16	9	6
37	35	32	12	7	2
31	17	13	12	8	6
45	43	37	34	17	15
46	35	20	17	5	4
45	40	19	15	6	5
38	34	31	19	9	8
41	28	27	23	8	4
42	29	20	10	9	6
48	47	45	36	32	13
47	39	26	24	19	2
40	35	30	22	15	1
47	44	25	22	21	4
39	37	35	24	19	1
31	29	25	22	14	1
42	39	31	12	2	1
49	27	18	7	6	3
41	39	31	23	17	3
47	42	31	20	15	3
36	35	31	26	20	11
44	33	24	23	21	11
49	35	13	11	8	5
49	38	37	33	25	16
46	40	33	28	21	16
40	37	27	20	15	6
33	28	25	7	6	2
42	22	16	9	5	2
40	34	29	20	18	8
48	41	37	29	25	19
40	38	21	17	8	1
36	35	30	24	18	4
36	29	21	20	18	12
43	37	36	35	33	2
42	31	29	22	13	5
47	45	43	25	13	10
45	40	37	34	15	7
45	43	41	21	3	1
40	35	34	22	17	11
47	38	34	21	17	12
45	31	25	11	5	2
29	28	23	19	18	17
49	48	44	21	20	8
35	31	29	20	15	13
33	32	28	24	19	4
44	37	21	19	13	3
42	41	35	31	30	1
37	33	32	25	17	3
40	36	30	27	26	19
36	30	27	26	13	10
26	20	13	11	9	5
40	37	31	15	6	3
44	36	22	8	6	2
47	36	19	16	15	3
43	38	14	13	10	7
48	40	37	19	10	5
47	40	22	14	10	4
38	30	26	22	18	6
46	40	32	17	15	8
45	41	36	30	26	7
37	34	30	20	13	12
41	24	20	19	18	9
46	41	39	13	12	5
43	27	25	19	11	9
43	38	34	30	29	3
49	46	28	27	21	3
21	16	13	9	8	4
43	34	31	30	22	2
41	34	18	13	8	1
46	43	33	32	20	16
48	39	36	31	24	5
47	45	37	16	8	7
48	32	27	26	4	2
48	46	45	29	26	3
44	24	23	11	10	8
46	40	19	16	9	7
47	44	16	9	3	2
49	47	43	37	35	28
49	38	33	15	11	1
48	47	22	18	8	5
40	24	23	8	4	2
45	31	12	7	5	2
46	40	32	25	22	19
48	37	35	29	19	2
43	31	27	13	9	7
42	37	29	26	16	13
34	31	28	21	11	9
49	47	38	33	23	17
48	40	34	30	21	14
44	28	22	21	18	4
35	32	14	12	10	5
49	38	22	21	7	3
47	45	44	25	14	13
33	29	17	8	3	2
17	13	7	6	2	1
45	35	29	16	9	4
41	34	22	21	4	3
45	41	26	24	11	10
42	39	34	24	23	13
44	32	30	14	6	3
45	34	33	28	27	16
48	28	23	14	10	1
47	42	41	35	25	14
48	44	41	36	26	16
42	32	27	17	15	7
39	37	23	19	18	14
45	36	31	24	21	18
41	40	37	32	29	14
37	30	23	20	15	2
46	39	27	26	14	9
47	42	30	13	12	2
49	38	14	13	10	6
46	45	39	23	19	1
40	39	37	13	12	6
43	42	32	28	18	5
49	28	15	5	4	1
44	30	24	15	9	1
41	21	17	14	7	2
33	28	21	17	13	7
38	36	35	15	9	3
40	36	27	13	11	7
48	36	31	30	25	9
49	40	33	28	11	8
47	44	34	29	15	5
47	44	32	27	24	8
37	26	25	24	19	14
43	39	38	31	24	15
48	36	35	34	8	3
47	45	29	27	10	5
47	44	37	34	28	24
40	27	25	16	10	3
47	46	42	31	10	6
46	39	26	24	20	10
42	35	31	30	28	25
40	27	24	21	18	7
49	44	41	30	27	8
35	27	22	21	4	1
47	44	40	34	24	4
33	17	16	15	4	1
44	42	36	22	20	4
48	47	41	22	17	6
44	39	32	30	19	10
35	33	16	7	6	5
46	43	25	24	14	13
45	40	33	11	6	5
46	28	15	11	2	1
44	42	38	37	29	17
48	44	37	23	10	1
40	29	25	18	14	8
41	36	30	24	20	17
44	21	18	13	4	3
47	38	29	21	20	11
33	32	22	20	11	7
38	30	21	17	12	2
48	39	19	17	16	4
45	41	33	25	17	8
45	36	35	28	25	6
46	45	24	19	15	8
45	44	24	14	9	4
43	39	37	32	4	2
49	39	38	21	11	8
41	36	31	21	19	15
30	25	21	12	11	3
48	37	32	30	27	9
47	38	29	17	2	1
23	21	20	18	16	7
45	29	25	11	6	4
39	36	30	27	25	8
42	37	31	21	17	5
33	22	20	19	15	6
32	31	25	19	16	8
47	38	25	9	8	4
47	38	37	27	14	2
37	36	34	32	21	3
22	17	12	8	5	4
42	33	17	13	5	4
40	38	32	12	8	4
46	42	33	11	4	1
45	35	23	22	21	12
35	31	27	25	17	12
47	38	37	29	17	6
49	43	21	17	4	3
43	39	23	21	16	12
39	38	18	15	10	4
37	33	26	11	10	1
49	47	45	35	8	1
43	42	41	33	24	15
29	24	23	22	13	5
39	35	31	23	20	10
41	29	25	19	4	3
36	22	18	14	9	3
46	40	34	27	15	11
45	43	35	32	28	5
